Value.Item1.Item1,Value.Item1.Item2,Value.Item1.Item3.X,Value.Item1.Item3.Y,Value.Item2.Item1.Item1,Value.Item2.Item1.Item2,Value.Item2.Item1.Item3,Value.Item2.Item1.Item4,Value.Item2.Item1.Item5,Value.Item2.Item2.Item1,Value.Item2.Item2.Item2,Value.Item2.Item2.Item3,Value.Item2.Item2.Item4,Value.Item2.Item2.Item5,Value.Item2.Item3.Item1,Value.Item2.Item3.Item2,Value.Item2.Item3.Item3,Value.Item2.Item3.Item4,Value.Item2.Item3.Item5,Value.Item2.Item4.Item1,Value.Item2.Item4.Item2,Value.Item2.Item4.Item3,Value.Item2.Item4.Item4,Value.Item2.Item4.Item5,Timestamp
86869474429890,0,NaN,NaN,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:14.0017024+01:00
86878080073241,1,336.238678,701.259949,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.6107264+01:00
86878119939574,2,335.755524,701.623047,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.6454912+01:00
86878159810139,3,334.855164,701.627136,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.6900352+01:00
86878199687743,4,335.391235,701.541443,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.7272064+01:00
86878239558430,5,334.601318,701.796753,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.7650048+01:00
86878279438516,6,335.446564,701.617249,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.8087424+01:00
86878319306802,7,335.850067,701.427429,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.8486016+01:00
86878359186359,8,335.442505,701.799194,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.8852096+01:00
86878399055296,9,334.846191,701.789429,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.9255424+01:00
86878438923583,10,335.478516,701.119507,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:22.9659392+01:00
86878478803547,11,335.712311,701.910706,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:23.0063360+01:00
86878518671833,12,335.018982,701.558655,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:23.0443264+01:00
86878558539997,13,335.625702,701.992004,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:23.0870272+01:00
86878598431232,14,335.565735,701.30603,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:23.1281792+01:00
86878639324502,15,335.463562,701.326721,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:23.1678208+01:00
86878679193317,16,335.377258,701.575195,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-04T12:50:23.2061056+01:00
